378,yes,low,yes,low,no
379,yes,low,yes,low,no
380,yes,low,yes,low,no
381,yes,low,yes,low,no
382,yes,low,yes,low,no
383,yes,low,yes,low,no
384,yes,low,yes,low,no
385,yes,low,yes,low,no
386,yes,low,yes,low,no
387,yes,low,yes,low,no
388,yes,low,yes,low,no
389,yes,low,yes,low,no
390,yes,low,yes,low,no
391,yes,low,yes,low,no
392,yes,low,yes,low,no
393,yes,low,yes,low,no
394,yes,low,yes,low,no
395,yes,low,yes,low,no
396,yes,low,yes,low,no
397,yes,low,yes,low,no
398,yes,low,yes,low,no
399,yes,low,yes,low,no
400,yes,low,yes,low,no
401,yes,low,yes,low,no
402,yes,low,yes,low,no
403,yes,low,yes,low,no
404,yes,low,yes,low,no
405,yes,low,yes,low,no
406,yes,low,yes,low,no
407,yes,low,yes,low,no
408,yes,low,yes,low,no
409,yes,low,yes,low,no
410,yes,low,yes,low,no
411,yes,low,yes,low,no
412,yes,low,yes,low,no
413,yes,low,yes,low,no
414,yes,low,yes,low,no
415,yes,low,yes,low,no
416,yes,low,yes,low,no
417,yes,low,yes,low,no
418,yes,low,yes,low,no
419,yes,low,yes,low,no
420,yes,low,yes,low,no
421,yes,low,yes,low,no
422,yes,low,yes,low,no
423,yes,low,yes,low,no
424,yes,low,yes,low,no
425,yes,low,yes,low,no
426,yes,low,yes,low,no
427,yes,low,yes,low,no
428,yes,low,yes,low,no
429,yes,low,yes,low,no
430,yes,low,yes,low,no
431,yes,low,yes,low,no
432,yes,low,yes,low,no
433,yes,low,yes,low,no
434,yes,low,yes,low,no
435,yes,low,yes,low,no
436,yes,low,yes,low,no
437,yes,low,yes,low,no
438,yes,low,yes,low,no
439,yes,low,yes,low,no
440,yes,low,yes,low,no
441,yes,low,yes,low,no
442,yes,low,yes,low,no
443,yes,low,yes,low,no
444,yes,low,yes,low,no
445,yes,low,yes,low,no
446,yes,low,yes,low,no
447,yes,low,yes,low,no
448,yes,low,yes,low,no
449,yes,low,yes,low,no
450,yes,low,yes,low,no
451,yes,low,yes,low,no
452,yes,low,yes,low,no
453,yes,low,yes,low,no
454,yes,low,yes,low,no
455,yes,low,yes,low,no
456,yes,low,yes,low,no
457,yes,low,yes,low,no
458,yes,low,yes,low,no
459,yes,low,yes,low,no
460,yes,low,yes,low,no
461,yes,low,yes,low,no
462,yes,low,yes,low,no
463,yes,low,yes,low,no
464,yes,low,yes,low,no
465,yes,low,yes,low,no
466,yes,low,yes,low,no
467,yes,low,yes,low,no
468,yes,low,yes,low,no
469,yes,low,yes,low,no
470,yes,low,yes,low,no
471,yes,low,yes,low,no
472,yes,low,yes,low,no
473,yes,low,yes,low,no
474,yes,low,yes,low,no
475,yes,low,yes,low,no
476,yes,low,yes,low,no
477,yes,low,yes,low,no
478,yes,low,yes,low,no
479,yes,low,yes,low,no
480,yes,low,yes,low,no
481,yes,low,yes,low,no
482,yes,low,yes,low,no
483,yes,low,yes,low,no
484,yes,low,yes,low,no
485,yes,low,yes,low,no
486,yes,low,yes,low,no
487,yes,low,yes,low,no
488,yes,low,yes,low,no
489,yes,low,yes,low,no
490,yes,low,yes,low,no
491,yes,low,yes,low,no
492,yes,low,yes,low,no
493,yes,low,yes,low,no
494,yes,low,yes,low,no
495,yes,low,yes,low,no
496,yes,low,yes,low,no
497,yes,low,yes,low,no
498,yes,low,yes,low,no
499,yes,low,yes,low,no
500,yes,low,yes,low,no
501,yes,low,yes,low,no
502,yes,low,yes,low,no
503,yes,low,yes,low,no
504,yes,low,yes,low,no
505,yes,low,yes,low,no
506,yes,low,yes,low,no
507,yes,low,yes,low,no
508,yes,low,yes,low,no
509,yes,low,yes,low,no
510,yes,low,yes,low,no
511,yes,low,yes,low,no
512,yes,low,yes,low,no
513,yes,low,yes,low,no
514,yes,low,yes,low,no
515,yes,low,yes,low,no
516,yes,low,yes,low,no
517,yes,low,yes,low,no
518,yes,low,yes,low,no
519,yes,low,yes,low,no
520,yes,low,yes,low,no
521,yes,low,yes,low,no
522,yes,low,yes,low,no
523,yes,low,yes,low,no
524,yes,low,yes,low,no
525,yes,low,yes,low,no
526,yes,low,yes,low,no
527,yes,low,yes,low,no
528,yes,low,yes,low,no
529,yes,low,yes,low,no
530,yes,low,yes,low,no
531,yes,low,yes,low,no
532,yes,low,yes,low,no
533,yes,low,yes,low,no
534,yes,low,yes,low,no
535,yes,low,yes,low,no
536,yes,low,yes,low,no
537,yes,low,yes,low,no
538,yes,low,yes,low,no
539,yes,low,yes,low,no
540,yes,low,yes,low,no
541,yes,low,yes,low,no
542,yes,low,yes,low,no
543,yes,low,yes,low,no
544,yes,low,yes,low,no
545,yes,low,yes,low,no
546,yes,low,yes,low,no
547,yes,low,yes,low,no
548,yes,low,yes,low,no
549,yes,low,yes,low,no
550,yes,low,yes,low,no
551,yes,low,yes,low,no
552,yes,low,yes,low,no
553,yes,low,yes,low,no
554,yes,low,yes,low,no
555,yes,low,yes,low,no
556,yes,low,yes,low,no
557,yes,low,yes,low,no
558,yes,low,yes,low,no
559,yes,low,yes,low,no
560,yes,low,yes,low,no
561,yes,low,yes,low,no
562,yes,low,yes,low,no
563,yes,low,yes,low,no
564,yes,low,yes,low,no
565,yes,low,yes,low,no
566,yes,low,yes,low,no
567,yes,low,yes,low,no
568,yes,low,yes,low,no
569,yes,low,yes,low,no
570,yes,low,yes,low,no
571,yes,low,yes,low,no
572,yes,low,yes,low,no
573,yes,low,yes,low,no
574,yes,low,yes,low,no
575,yes,low,yes,low,no
576,yes,low,yes,low,no
577,yes,low,yes,low,no
578,yes,low,yes,low,no
579,yes,low,yes,low,no
580,yes,low,yes,low,no
581,yes,low,yes,low,no
582,yes,low,yes,low,no
583,yes,low,yes,low,no
584,yes,low,yes,low,no
585,yes,low,yes,low,no
586,yes,low,yes,low,no
587,yes,low,yes,low,no
588,yes,low,yes,low,no
589,yes,low,yes,low,no
590,yes,low,yes,low,no
591,yes,low,yes,low,no
592,yes,low,yes,low,no
593,yes,low,yes,low,no
594,yes,low,yes,low,no
595,yes,low,yes,low,no
596,yes,low,yes,low,no
597,yes,low,yes,low,no
598,yes,low,yes,low,no
599,yes,low,yes,low,no
600,yes,low,yes,low,no
601,yes,low,yes,low,no
602,yes,low,yes,low,no
603,yes,low,yes,low,no
604,yes,low,yes,low,no
605,yes,low,yes,low,no
606,yes,low,yes,low,no
607,yes,low,yes,low,no
608,yes,low,yes,low,no
609,yes,low,yes,low,no
610,yes,low,yes,low,no
611,yes,low,yes,low,no
612,yes,low,yes,low,no
613,yes,low,yes,low,no
614,yes,low,yes,low,no
615,yes,low,yes,low,no
616,yes,low,yes,low,no
617,yes,low,yes,low,no
618,yes,low,yes,low,no
619,yes,low,yes,low,no
620,yes,low,yes,low,no
621,yes,low,yes,low,no
622,yes,low,yes,low,no
623,yes,low,yes,low,no
624,yes,low,yes,low,no
625,yes,low,yes,low,no
626,yes,low,yes,low,no
627,yes,low,yes,low,no
628,yes,low,yes,low,no
629,yes,low,yes,low,no
630,yes,low,yes,low,no
631,yes,low,yes,low,no
632,yes,low,yes,low,no
633,yes,low,yes,low,no
634,yes,low,yes,low,no
635,yes,low,yes,low,no
636,yes,low,yes,low,no
637,yes,low,yes,low,no
638,yes,low,yes,low,no
639,yes,low,yes,low,no
640,yes,low,yes,low,no
641,yes,low,yes,low,no
642,yes,low,yes,low,no
643,yes,low,yes,low,no
644,yes,low,yes,low,no
645,yes,low,yes,low,no
646,yes,low,yes,low,no
647,yes,low,yes,low,no
648,yes,low,yes,low,no
649,yes,low,yes,low,no
650,yes,low,yes,low,no
651,yes,low,yes,low,no
652,yes,low,yes,low,no
653,yes,low,yes,low,no
654,yes,low,yes,low,no
655,yes,low,yes,low,no
656,yes,low,yes,low,no
657,yes,low,yes,low,no
658,yes,low,yes,low,no
659,yes,low,yes,low,no
660,yes,low,yes,low,no
661,yes,low,yes,low,no
662,yes,low,yes,low,no
663,yes,low,yes,low,no
664,yes,low,yes,low,no
665,yes,low,yes,low,no
666,yes,low,yes,low,no
667,yes,low,yes,low,no
668,yes,low,yes,low,no
669,yes,low,yes,low,no
670,yes,low,yes,low,no
671,yes,low,yes,low,no
672,yes,low,yes,low,no
673,yes,low,yes,low,no
674,yes,low,yes,low,no
675,yes,low,yes,low,no
676,yes,low,yes,low,no
677,yes,low,yes,low,no
678,yes,low,yes,low,no
679,yes,low,yes,low,no
680,yes,low,yes,low,no
681,yes,low,yes,low,no
682,yes,low,yes,low,no
683,yes,low,yes,low,no
684,yes,low,yes,low,no
685,yes,low,yes,low,no
686,yes,low,yes,low,no
687,yes,low,yes,low,no
688,yes,low,yes,low,no
689,yes,low,yes,low,no
690,yes,low,yes,low,no
691,yes,low,yes,low,no
692,yes,low,yes,low,no
693,yes,low,yes,low,no
694,yes,low,yes,low,no
695,yes,low,yes,low,no
696,yes,low,yes,low,no
697,yes,low,yes,low,no
698,yes,low,yes,low,no
699,yes,low,yes,low,no
700,yes,low,yes,low,no
701,yes,low,yes,low,no
702,yes,low,yes,low,no
703,yes,low,yes,low,no
704,yes,low,yes,low,no
705,yes,low,yes,low,no
706,yes,low,yes,low,no
707,yes,low,yes,low,no
708,yes,low,yes,low,no
709,yes,low,yes,low,no
710,yes,low,yes,low,no
711,yes,low,yes,low,no
712,yes,low,yes,low,no
713,yes,low,yes,low,no
714,yes,low,yes,low,no
715,yes,low,yes,low,no
716,yes,low,yes,low,no
717,yes,low,yes,low,no
718,yes,low,yes,low,no
719,yes,low,yes,low,no
720,yes,low,yes,low,no
721,yes,low,yes,low,no
722,yes,low,yes,low,no
723,yes,low,yes,low,no
724,yes,low,yes,low,no
725,yes,low,yes,low,no
726,yes,low,yes,low,no
727,yes,low,yes,low,no
728,yes,low,yes,low,no
729,yes,low,yes,low,no
730,yes,low,yes,low,no
731,yes,low,yes,low,no
732,yes,low,yes,low,no
733,yes,low,yes,low,no
734,yes,low,yes,low,no
735,yes,low,yes,low,no
736,yes,low,yes,low,no
737,yes,low,yes,low,no
738,yes,low,yes,low,no
739,yes,low,yes,low,no
740,yes,low,yes,low,no
741,yes,low,yes,low,no
742,yes,low,yes,low,no
743,yes,low,yes,low,no
744,yes,low,yes,low,no
745,yes,low,yes,low,no
746,yes,low,yes,low,no
747,yes,low,yes,low,no
748,yes,low,yes,low,no
749,yes,low,yes,low,no
750,yes,low,yes,low,no
751,yes,low,yes,low,no
752,yes,low,yes,low,no
753,yes,low,yes,low,no
754,yes,low,yes,low,no
755,yes,low,yes,low,no
756,yes,low,yes,low,no
757,yes,low,yes,low,no
758,yes,low,yes,low,no
759,yes,low,yes,low,no
760,yes,low,yes,low,no
761,yes,low,yes,low,no
762,yes,low,yes,low,no
763,yes,low,yes,low,no
764,yes,low,yes,low,no
765,yes,low,yes,low,no
766,yes,low,yes,low,no
767,yes,low,yes,low,no
768,yes,low,yes,low,no
769,yes,low,yes,low,no
770,yes,low,yes,low,no
771,yes,low,yes,low,no
772,yes,low,yes,low,no
773,yes,low,yes,low,no
774,yes,low,yes,low,no
775,yes,low,yes,low,no
776,yes,low,yes,low,no
777,yes,low,yes,low,no
778,yes,low,yes,low,no
779,yes,low,yes,low,no
780,yes,low,yes,low,no
781,yes,low,yes,low,no
782,yes,low,yes,low,no
783,yes,low,yes,low,no
784,yes,low,yes,low,no
785,yes,low,yes,low,no
786,yes,low,yes,low,no
787,yes,low,yes,low,no
788,yes,low,yes,low,no
789,yes,low,yes,low,no
790,yes,low,yes,low,no
791,yes,low,yes,low,no
792,yes,low,yes,low,no
793,yes,low,yes,low,no
794,yes,low,yes,low,no
795,yes,low,yes,low,no
796,yes,low,yes,low,no
797,yes,low,yes,low,no
798,yes,low,yes,low,no
799,yes,low,yes,low,no
800,yes,low,yes,low,no
801,yes,low,yes,low,no
802,yes,low,yes,low,no
803,yes,low,yes,low,no
804,yes,low,yes,low,no
805,yes,low,yes,low,no
806,yes,low,yes,low,no
807,yes,low,yes,low,no
808,yes,low,yes,low,no
809,yes,low,yes,low,no
810,yes,low,yes,low,no
811,yes,low,yes,low,no
812,yes,low,yes,low,no
813,yes,low,yes,low,no
814,yes,low,yes,low,no
815,yes,low,yes,low,no
816,yes,low,yes,low,no
817,yes,low,yes,low,no
818,yes,low,yes,low,no
819,yes,low,yes,low,no
820,yes,low,yes,low,no
821,yes,low,yes,low,no
822,yes,low,yes,low,no
823,yes,low,yes,low,no
824,yes,low,yes,low,no
825,yes,low,yes,low,no
826,yes,low,yes,low,no
827,yes,low,yes,low,no
828,yes,low,yes,low,no
829,yes,low,yes,low,no
830,yes,low,yes,low,no
831,yes,low,yes,low,no
832,yes,low,yes,low,no
833,yes,low,yes,low,no
834,yes,low,yes,low,no
835,yes,low,yes,low,no
836,yes,low,yes,low,no
837,yes,low,yes,low,no
838,yes,low,yes,low,no
839,yes,low,yes,low,no
840,yes,low,yes,low,no
841,yes,low,yes,low,no
842,yes,low,yes,low,no
843,yes,low,yes,low,no
844,yes,low,yes,low,no
845,yes,low,yes,low,no
846,yes,low,yes,low,no
847,yes,low,yes,low,no
848,yes,low,yes,low,no
849,yes,low,yes,low,no
850,yes,low,yes,low,no
851,yes,low,yes,low,no
852,yes,low,yes,low,no
853,yes,low,yes,low,no
854,yes,low,yes,low,no
855,yes,low,yes,low,no
856,yes,low,yes,low,no
857,yes,low,yes,low,no
858,yes,low,yes,low,no
859,yes,low,yes,low,no
860,yes,low,yes,low,no
861,yes,low,yes,low,no
862,yes,low,yes,low,no
863,yes,low,yes,low,no
864,yes,low,yes,low,no
865,yes,low,yes,low,no
866,yes,low,yes,low,no
867,yes,low,yes,low,no
868,yes,low,yes,low,no
869,yes,low,yes,low,no
870,yes,low,yes,low,no
871,yes,low,yes,low,no
872,yes,low,yes,low,no
873,yes,low,yes,low,no
874,yes,low,yes,low,no
875,yes,low,yes,low,no
876,yes,low,yes,low,no
877,yes,low,yes,low,no
878,yes,low,yes,low,no
879,yes,low,yes,low,no
880,yes,low,yes,low,no
881,yes,low,yes,low,no
882,yes,low,yes,low,no
883,yes,low,yes,low,no
884,yes,low,yes,low,no
885,yes,low,yes,low,no
886,yes,low,yes,low,no
887,yes,low,yes,low,no
888,yes,low,yes,low,no
889,yes,low,yes,low,no
890,yes,low,yes,low,no
891,yes,low,yes,low,no
892,yes,low,yes,low,no
893,yes,low,yes,low,no
894,yes,low,yes,low,no
895,yes,low,yes,low,no
896,yes,low,yes,low,no
897,yes,low,yes,low,no
898,yes,low,yes,low,no
899,yes,low,yes,low,no
900,yes,low,yes,low,no
901,yes,low,yes,low,no
902,yes,low,yes,low,no
903,yes,low,yes,low,no
904,yes,low,yes,low,no
905,yes,low,yes,low,no
906,yes,low,yes,low,no
907,yes,low,yes,low,no
908,yes,low,yes,low,no
909,yes,low,yes,low,no
910,yes,low,yes,low,no
911,yes,low,yes,low,no
912,yes,low,yes,low,no
913,yes,low,yes,low,no
914,yes,low,yes,low,no
915,yes,low,yes,low,no
916,yes,low,yes,low,no
917,yes,low,yes,low,no
918,yes,low,yes,low,no
919,yes,low,yes,low,no
920,yes,low,yes,low,no
921,yes,low,yes,low,no
922,yes,low,yes,low,no
923,yes,low,yes,low,no
924,yes,low,yes,low,no
925,yes,low,yes,low,no
926,yes,low,yes,low,no
927,yes,low,yes,low,no
928,yes,low,yes,low,no
929,yes,low,yes,low,no
930,yes,low,yes,low,no
931,yes,low,yes,low,no
932,yes,low,yes,low,no
933,yes,low,yes,low,no
934,yes,low,yes,low,no
935,yes,low,yes,low,no
936,yes,low,yes,low,no
937,yes,low,yes,low,no
938,yes,low,yes,low,no
939,yes,low,yes,low,no
940,yes,low,yes,low,no
941,yes,low,yes,low,no
942,yes,low,yes,low,no
943,yes,low,yes,low,no
944,yes,low,yes,low,no
945,yes,low,yes,low,no
946,yes,low,yes,low,no
947,yes,low,yes,low,no
948,yes,low,yes,low,no
949,yes,low,yes,low,no
950,yes,low,yes,low,no
951,yes,low,yes,low,no
952,yes,low,yes,low,no
953,yes,low,yes,low,no
954,yes,low,yes,low,no
955,yes,low,yes,low,no
956,yes,low,yes,low,no
957,yes,low,yes,low,no
958,yes,low,yes,low,no
959,yes,low,yes,low,no
960,yes,low,yes,low,no
961,yes,low,yes,low,no
962,yes,low,yes,low,no
963,yes,low,yes,low,no
964,yes,low,yes,low,no
965,yes,low,yes,low,no
966,yes,low,yes,low,no
967,yes,low,yes,low,no
968,yes,low,yes,low,no
969,yes,low,yes,low,no
970,yes,low,yes,low,no
971,yes,low,yes,low,no
972,yes,low,yes,low,no
973,yes,low,yes,low,no
974,yes,low,yes,low,no
975,yes,low,yes,low,no
976,yes,low,yes,low,no
977,yes,low,yes,low,no
978,yes,low,yes,low,no
979,yes,low,yes,low,no
980,yes,low,yes,low,no
981,yes,low,yes,low,no
982,yes,low,yes,low,no
983,yes,low,yes,low,no
984,yes,low,yes,low,no
985,yes,low,yes,low,no
986,yes,low,yes,low,no
987,yes,low,yes,low,no
988,yes,low,yes,low,no
989,yes,low,yes,low,no
990,yes,low,yes,low,no
991,yes,low,yes,low,no
992,yes,low,yes,low,no
993,yes,low,yes,low,no
994,yes,low,yes,low,no
995,yes,low,yes,low,no
996,yes,low,yes,low,no
997,yes,low,yes,low,no
998,yes,low,yes,low,no
999,yes,low,yes,low,no
